,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Ca,Source,Calories,Match Index,,,,,,
Breakfast - 425,,,,,,,,,,,,,,,,,,,,,,
Eggs X-Large (700g/12 eggs),2,13.104,8.84,0.312,0,0,0.312,33.883199999999995,156,507.52,145.6,1.9759999999999998,48.879999999999995,Australian Government,133.224,413,,,,,,
Cheese goat firm,10,1.8600000000000003,3.13,0.08,0,0,0.08,7.01,53.8,13.4,11.6,0.005,33.4,Australian Government,35.93,285,,,,,,
Black Beans Canned (average),30,2.1,0.222,3.7859999999999996,2.0700000000000003,0,0.384,0.08400000000000002,32.64,0,0,0,0,"Woolworths, USDA",25.541999999999998,1461,,,,,,
Simson's Pantry Preservative Free Salt Reduced White Large Wraps 8 Pack (serving),1,5.4,4.6,32.7,2.6,0,1.2,2.4,277,0,0,0,0,Coles,193.8,1191,,,,,,
Gouda (100g),10,2.3000000000000003,3,0,0,0,0,2.1,78.4,0,0,0,0,Woolworths,36.2,1650,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Snack 1 - 0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Lunch - 384.92,,,,,,,,,,,,,,,,,,,,,,
Bulgur uncooked,50,5.15,1,33.05,3.9,0,0.5,10.15,1.5,0,160,1.25,15,Australian Government,161.79999999999998,230,,,,,,
Coles Beef 4 Star Lean Mince 10% Fat,125,26.75,12.5,0,0,0,0,4.75,50,0,0,0,0,Coles,219.5,1187,,,,,,
Gouda (100g),1,0.23,0.3,0,0,0,0,0.21,7.84,0,0,0,0,Woolworths,3.6199999999999997,1650,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Snack 2 - 278.809,,,,,,,,,,,,,,,,,,,,,,
Banana cavendish peeled raw,105,1.4699999999999998,0.315,20.580000000000002,2.31,0,13.44,0,0,0,363.3,0.3045,5.25,Australian Government,91.03500000000001,35,,,,,,
Chobani No Fat Plain Yoghurt,200,19.4,0.4,8.4,0,0,6.6000000000000005,0.2,64,0,0,0,0,Woolworths,114.79999999999998,1443,,,,,,
Blueberry purchased frozen,100,0.5,0,9.9,3.6000000000000005,0,9.5,0,2,0,77,0.36,11,Australian Government,41.6,150,,,,,,
Seed linseed or flaxseed,7,1.085,2.954,0.112,1.911,0,0.112,0.6426,2.1,0,56.910000000000004,0.4011,17.849999999999998,Australian Government,31.374000000000002,972,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Dinner - 1044.68907197943,,,,,,,,,,,,,,,,,,,,,,
Rains Easy Chicken Curry,1.5,44.8625,30.89,12.355,1.25,0,6.717500000000001,78.8795,1416.8500000000001,110.625,708,0.984,40.475,Own Recipe,506.88,1680,,,,,,
Woolworths Basmati Rice (100g),60,3.7800000000000002,0,47.279999999999994,1.26,0,0.12,0,3,0,0,0,0,Woolworths,204.23999999999998,1620,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Hummus Recipe Ottolenghi,310,6.631928020565553,15.62910025706941,5.36961439588689,5.79038560411311,0,0.4701799485861182,8.417655526992288,101.54293059125963,0,136.71876606683804,2.9096966580976864,109.35269922879178,Own Recipe,188.66807197943447,1263,,,,,,
Carrot mature peeled fresh raw,,,,,,,,,,,,,,,,266,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Magnum Mini Ice Cream Classic (serving),1,1.739,9.729,12.596,0,0,11.232999999999999,6.11,23.5,0,0,0,0,Woolworths,144.901,1633,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,Daily Totals:,Goals:,Actual:,,
,,,,,,,,,,,,,,,,#N/A,,Protein,150,136.36242802056555,,13.637571979434455
,,,,,,,,,,,,,,,,#N/A,0,Fat,70,93.5091002570694,-8.62937332190802,-23.509100257069406
,,,,,,,,,,,,,,,,#N/A,0,Carb,220,186.5206143958869,-19.416089974293044,33.479385604113105
,,,,,,,,,,,,,,,,,,Fibre,32.662000000000006,24.691385604113115,,7.970614395886891
,,,,,,,,,,,,,,,,,,Alcohol,0,0,,
,,,,,,,,,,,,,,,,,,Calories,2110,2133.1140719794344,,
,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,136.36242802056555,93.5091002570694,186.5206143958869,24.691385604113115,0,50.668679948586124,154.8369555269923,2270.17293059126,631.545,1659.128766066838,8.190296658097687,281.20769922879174,,2133.1140719794344,,,,,,,
Goals,,150,70,220,29.54,0,,,,,,,,,2110,,,,,,,
