Cavolini di Bruxelles, al vapore (senza aggiunta di sale) Verdure/Verdure cotte (incl. conserve)	100	3.7	0.5	3.2	3.9	0	2.6	0.1	7.4	0	340	70	26	valorinutritivi.ch
Cavolino di Bruxelles, crudo Verdure/Verdure fresche	100	4	0.5	3.5	4.3	0	2.9	0.1	9	0	410	77	28	valorinutritivi.ch
Cavolo bianco, al vapore (senza aggiunta di grasso e sale) Verdure/Verdure cotte (incl. conserve)	100	1.3	0.2	4	2.8	0	3.9	0	4.1	0	220	31	35	valorinutritivi.ch
Cavolo bianco, crudo Verdure/Verdure fresche	100	1.4	0.2	4.2	3	0	4.1	0	4.8	0	260	33	37	valorinutritivi.ch
Cavolo bianco, stufato (senza aggiunta di sale) Verdure/Verdure cotte (incl. conserve)	100	1.4	0.2	4.2	3	0	4.1	0	4.5	0	220	33	38	valorinutritivi.ch
Cavolo cinese, crudo Verdure/Verdure fresche	100	1.1	0.3	1.2	1.9	0	1.2	0.1	19	0	140	30	18	valorinutritivi.ch
Cavolo cinese, stufato (senza aggiunta di grasso e sale) Verdure/Verdure cotte (incl. conserve)	100	1	0.3	1.2	1.9	0	1.2	0.1	17	0	120	30	18	valorinutritivi.ch
Cavolo piuma, crudo Verdure/Verdure fresche	100	4.3	0.9	2.5	4.2	0	2.5	0.1	22	0	490	79	60	valorinutritivi.ch
Cavolo piuma, stufato (senza aggiunta di grasso e sale) Verdure/Verdure cotte (incl. conserve)	100	4.6	1	2.7	4.5	0	2.7	0.1	23	0	520	84	64	valorinutritivi.ch
Cavolo rapa, al vapore (senza aggiunta di sale) Verdure/Verdure cotte (incl. conserve)	100	2	0.2	3.9	1.5	0	3.7	0	19	0	300	53	42	valorinutritivi.ch
Cavolo rapa, crudo Verdure/Verdure fresche	100	1.9	0.2	3.7	1.4	0	3.6	0	20	0	320	50	40	valorinutritivi.ch
Cavolo rosso, crudo Verdure/Verdure fresche	100	1.4	0.3	4	3	0	4	0	10	0	250	36	100	valorinutritivi.ch
Cavolo rosso, stufato (senza aggiunta di sale) Verdure/Verdure cotte (incl. conserve)	100	1.2	0.3	3.4	2.6	0	3.4	0	8.1	0	180	32	88	valorinutritivi.ch
Ceci, cotti (senza aggiunta di grassi e sale) Prodotti a base di cereali, legumi e patate/Legumi	100	7.3	2	16.8	6.2	0	0.9	0.3	3	0	330	140	33	valorinutritivi.ch
Ceci, secchi Prodotti a base di cereali, legumi e patate/Legumi	100	18.6	4.9	44.3	15.5	0	2.4	0.6	8.1	0	1090	380	80	valorinutritivi.ch
Cedro candito Dolciumi/Altri dolciumi	100	0.4	0.4	70	2	0	70	0.1	2	0	50	4	1	valorinutritivi.ch
Cervelat Prodotti carnei e insaccati/Salsicce scottate	100	13.4	21.5	0.5	0	0	0.5	8.2	840	51	190	190	1140	valorinutritivi.ch
Cervo (in media), crudo Carne e frattaglie/Selvaggina	100	20.6	3.3	0	0	0	0	1.5	62	50	310	200	40	valorinutritivi.ch
Cervo, entrecôte, crudo Carne e frattaglie/Selvaggina	100	23.1	2.1	0	0	0	0	1.2	53	59	320	200	40	valorinutritivi.ch
Cetriolini, sott'aceto Verdure/Verdure cotte (incl. conserve)	100	0.7	0.1	2.1	1	0	1.9	0	700	0	100	20	0	valorinutritivi.ch
Cetriolo, crudo Verdure/Verdure fresche	100	0.7	0.1	2	0.8	0	1.9	0	0.9	0	140	18	37	valorinutritivi.ch
Champignon, crudo Verdure/Funghi	100	3.7	0.3	1.1	1.9	0	0.3	0	5.7	0	370	110	67	valorinutritivi.ch
