,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Ca,Source,Calories,Match Index,,,,,,
Breakfast - 439,,,,,,,,,,,,,,,,,,,,,,
Full English Breakfast Wrap,1,26.229999999999997,21.119999999999997,22.19,0.9,0,0.89,18.517000000000003,760.1,18,83.1,0.129,1.5,Own Recipe,383.76,1274,,,,,,
Poppy-Seed Pancakes  P64,0.21818181818181817,5.0150181818181805,1.9887272727272727,4.398981818181817,0.9256363636363635,0,0.7915636363636364,10.475061818181818,19.40509090909091,28.77381818181818,63.62945454545454,0.47026909090909086,51.83781818181818,Own Recipe,55.55454545454545,1276,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Snack 1 - 0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Lunch - 560.0932,,,,,,,,,,,,,,,,,,,,,,
Passage To India Simmer Sauce Butter Chicken (100g),93.8,2.9078,5.3466000000000005,15.2894,2.1574,0,10.2242,1.5946,720.3839999999999,0,0,0,0,Woolworths,120.90820000000001,1618,,,,,,
Chicken breast lean flesh raw,200,44.6,3.2,0,0,0,0,65.8,82,118,600,0.8,24,Australian Government,207.20000000000002,297,,,,,,
Woolworths Basmati Rice (100g),60,3.7800000000000002,0,47.279999999999994,1.26,0,0.12,0,3,0,0,0,0,Woolworths,204.23999999999998,1607,,,,,,
Nut almond with skin raw unsalted,5,0.9849999999999999,2.525,0.27,0.545,0,0.26,0.395,0,0,39.8,0.1875,13.25,Australian Government,27.744999999999997,683,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
