,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Ca,Source,Calories,Match Index,,,,,,
#N/A,,,,,,,,,,,,,,,,,,,,,,
Classic Cheese Scones,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Honey,30,0.06,0,24.63,0,0,24.63,0,4.2,0,18.6,0.06,2.4,Australian Government,98.75999999999999,484,,,,,,
Peanut butter smooth & crunchy no added sugar or salt,130,31.59,70.58999999999999,12.22,8.450000000000001,0,6.760000000000001,23.647000000000002,15.6,0,821.6,2.236,70.2,Australian Government,810.55,772,,,,,,
Milk cow fluid regular fat 3.5% fat,100,3.4000000000000004,3.4000000000000004,6,0,0,6,67.79,35,10,139,0.03,104,Australian Government,68.2,632,,,,,,
Protein WPI Professional Natural,50,45.8,0.42,1,0,0,0.35,0.145,100,0,0,0.3,229.99999999999997,Producer Website,190.98,1386,,,,,,
Oats rolled uncooked,200,24.8,19,99.8,19,0,2,38.8,6,0,620,7.000000000000001,80,Australian Government,669.4,705,,,,,,
Noshu 97% Sugar Free Dark Choc Baking Chips (100g),50,6.25,15.1,3.35,0,0,1.5,14.6,5,0,0,0,0,Woolworths,174.3,1606,,,,,,
Noshu 95% Sugar Free Milk Chocolate Melts (100g),50,4.75,19.3,3,0,0,2.45,11.95,25,0,0,0,0,Woolworths,204.70000000000002,1604,,,,,,
,10,116.64999999999999,127.80999999999999,150,27.450000000000003,0,43.690000000000005,,,,,,,,,#N/A,,,,,,
,,11.665,12.780999999999999,15,2.745,0,4.369000000000001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,221.689,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Snack 1 - 0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Lunch - 0,,,,,,,,,,,,,,,,,,,,,,
