Food Name,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Calcium,Source,Price,Package Size,Package Size Parsed
Rosemary fresh raw,100,3.3,5.9,0.7,14.1,0,0.4,57.93,26,0,668,6.65,317,Australian Government,,,
Rye grain whole uncooked,100,11.4,2.6,51.3,17.3,0,1.7,19.2,5,0,510,3.7,41,Australian Government,,,
Rye rolled uncooked,100,10.4,2.6,50.8,17.3,0,1.4,15.4,3,0,510,2.7,38,Australian Government,,,
Sage dried,100,10.6,12.8,20.4,40.3,0,1.7,68.95,11,0,1070,28.12,1652,Australian Government,,,
Salmon Atlantic fillet raw,100,20.5,16.7,0,0,0,0,25.14,32,63,366,0.31,48,Australian Government,,,
Salmon Atlantic fillet steamed no added fat,100,24.1,19.6,0,0,0,0,,32,74,366,0.37,57,Australian Government,,,
Salmon flavoured canned undrained,100,15.5,5,5.5,0,0,4.1,15,420,74,240,1.07,102,Australian Government,,,
Salmon Pacific King fillet skinless raw,100,18.1,22.8,0,0,0,0,27.6,30,63,380,0.23,9,Australian Government,,,
Salmon Pacific King fillet steamed no added fat,100,21.3,26.8,0,0,0,0,,30,74,380,0.27,11,Australian Government,,,
Salmon pink canned in brine drained,100,20.7,6.2,0,0,0,0,25.22,382,74,286,1.14,191,Australian Government,,,
Salmon red canned in brine drained,100,24.4,5.5,0,0,0,0,23.1,350,63,270,0.46,130,Australian Government,,,
Salmon smoked sliced,100,24.3,10.1,0,0,0,0,19.2,1015,55,420,0.31,8,Australian Government,,,
Salt substitute potassium chloride,100,0,0,0,0,0,0,0,33,0,50009,0,34,Australian Government,,,
Salt table iodised,100,0,0,0,0,0,0,0,38168,0,98,0,34,Australian Government,,,
Salt table non-iodised,100,0,0,0,0,0,0,0,38178,0,17,0,34,Australian Government,,,
Sardine Australian whole raw,100,19.7,2.9,0,0,0,0,45.25,665,129,352,3.95,725,Australian Government,,,
Sauce barbecue commercial,100,0.7,0.2,44.3,0.6,0,40.2,0,640,0,140,0.5,15,Australian Government,,,
Sauce butter chicken commercial,100,1.3,7.6,5.8,1.9,0,3.6,43.41,462,18,144,0.78,21,Australian Government,,,
Sauce cranberry commercial,100,0,0,40,1.1,0,40,0,50,0,50,0.41,3,Australian Government,,,
Sauce fish commercial,100,6.8,0.3,4.4,1.2,0,4.4,37.5,8255,0,215,1.55,30,Australian Government,,,
Sauce hoi sin hoisin commercial,100,1.7,5.4,37.2,10.4,0,33.5,16,1550,0,51,4.7,41,Australian Government,,,
Sauce oyster commercial,100,2.8,1,21,0.3,0,15.6,23.63,3790,0,210,3.9,40,Australian Government,,,
Sauce pasta basil pesto commercial,100,5.3,37.1,7.4,1.5,0,2.1,19.55,1251,8,232,1.41,147,Australian Government,,,
Sauce pasta bolognese homemade using beef mince & homemade tomato based sauce,100,9.5,4,1.7,0.9,0,1.5,,127,29,295,0.98,13,Australian Government,,,
Sauce pasta cheese or cream-based commercial,100,1.7,7.4,5.2,1.9,0,3.3,8.9,584,30,144,0.15,37,Australian Government,,,
Sauce pasta or simmer commercial low fat,100,0.8,2.9,6.6,1.3,0,3.5,11,281,0,89,0.81,9,Australian Government,,,
Sauce pasta tomato-based commercial heated,100,1.6,1.6,7.5,2.3,0,6.1,11.55,389,0,338,0.81,28,Australian Government,,,
Sauce plum commercial,100,0.1,0.8,56.5,0.6,0,48.2,55.3,950,0,32,2.5,15,Australian Government,,,
Sauce rogan josh commercial,100,1.5,4.1,6.2,1.9,0,3.1,48.4,508,4,329,1.1,28,Australian Government,,,
Sauce salsa tomato-based commercial,100,1.3,0,6.3,1.6,0,4.9,0,480,0,270,0.61,36,Australian Government,,,
Sauce simmer curry flavoured commercial,100,2.1,6.9,10.7,2.3,0,7.1,48.92,510,4,180,1.1,31,Australian Government,,,
Sauce simmer for chicken commercial,100,0.8,7.5,4.8,1.7,0,3.3,12.96,212,0,54,0.62,9,Australian Government,,,
Sauce soy commercial,100,5.4,0,2.7,0,0.9,1.7,0,6555,0,180,1.44,16,Australian Government,,,
Sauce soy commercial reduced salt,100,5.4,0,2.7,0,0.9,1.7,0,3598,0,180,2.2,17,Australian Government,,,
Sauce tabasco commercial,100,1.3,0.8,0.1,0.6,0,0.1,20.27,633,0,128,1.16,12,Australian Government,,,
Sauce tomato commercial,100,1.3,0,24.1,1.3,0,23.7,0,870,0,292,0.65,13,Australian Government,,,
Sauce tomato commercial reduced salt,100,1.3,0,24.1,1.3,0,23.7,0,529,0,270,0.62,12,Australian Government,,,
Sauce white savoury homemade,100,4,13.5,11.3,0.2,0,5.5,,130,30,143,0.12,98,Australian Government,,,
Sauce Worcestershire commercial,100,1.3,0.2,17.6,0,0,16.9,23.3,1060,0,890,3.7,160,Australian Government,,,
Sausage beef raw,100,14.5,18.7,2.9,0,0,0.4,48.77,740,51,240,5.8,13,Australian Government,,,
Sausage chorizo uncooked,100,20.1,22.1,1.2,0.5,0,0.8,38.5,1100,140,300,1.5,12,Australian Government,,,
Sausage roll commercial ready to eat,100,9.7,14.3,27.2,3,0,2.8,57.59,667,20,130,1.1,24,Australian Government,,,
Sausage vegetarian style added Fe Zn and vitamin B12 raw,100,19,9.4,7.4,1.5,0,1.9,9.85,600,0,150,3.5,34,Australian Government,,,
Sausage vegetarian style unfortified raw,100,19,9.4,7.4,1.5,0,1.9,9.85,600,0,150,2.5,34,Australian Government,,,
Sausages & vegetables canned,100,4,2.1,7.8,0.9,0,2.2,43,320,20,170,0.53,10,Australian Government,,,
Scallop raw,100,15.6,0.8,3.4,0,0,0.8,30.4,150,42,360,0.76,26,Australian Government,,,
Scone fruit commercial,100,6.4,6.6,57.7,2.6,0,21.3,,560,8,276,1.09,67,Australian Government,,,
Scone plain commercial,100,7.9,8.5,55.2,2.1,0,6.5,37.79,761,11,110,0.9,70,Australian Government,,,
Scone plain homemade,100,8,9.4,50.9,1.4,0,7,,560,34,154,0.81,81,Australian Government,,,
Scone pumpkin homemade,100,7.5,7.5,47.8,1.6,0,9,,418,53,184,0.9,60,Australian Government,,,
Seaweed nori dried,100,46.7,4.3,2.3,34.3,0,0.3,25.7,470,0,2900,19,310,Australian Government,,,
Seed chia dried,100,14,30.7,7.7,34.4,0,0,11.34,16,0,407,7.72,631,Australian Government,,,
Seed linseed or flaxseed,100,15.5,42.2,1.6,27.3,0,1.6,9.18,30,0,813,5.73,255,Australian Government,,,
Seed poppy,100,15.3,41.6,8.6,19.5,0,3,11.56,26,0,719,9.76,1438,Australian Government,,,
Seed pumpkin hulled & dried,100,30.2,49,2.9,6,0,1.4,18.87,20,0,820,10,46,Australian Government,,,
Seed sunflower,100,22.7,51,2.2,10.8,0,2,8.8,0,0,460,4.6,100,Australian Government,,,
Semolina uncooked,100,10.7,1.2,61.6,3.2,0,0,21.5,3,0,112,0.6,16,Australian Government,,,
Shallot peeled fresh raw,100,1.5,0.1,3.1,2.9,0,3.1,0,6,0,270,0.41,95,Australian Government,,,
Shark fillet without skin raw,100,24.6,0.4,0,0,0,0,32.89,180,61,345,0.16,10,Australian Government,,,
Shark fillet without skin steamed no added fat,100,27.7,0.5,0,0,0,0,,162,69,310,0.14,9,Australian Government,,,
Silver perch aquacultured raw,100,19.5,16,0,0,0,0,29.61,70,74,347,0.4,19,Australian Government,,,
Silver perch aquacultured steamed no added fat,100,23.2,19.1,0,0,0,0,,71,88,351,0.48,22,Australian Government,,,
Silverbeet fresh raw,100,1.5,0.2,1,2,0,1,0,195,0,260,2.3,72,Australian Government,,,
Slice brownie chocolate with nuts homemade,100,6.5,25.3,52.6,1.9,0,35.7,,510,112,239,1.71,30,Australian Government,,,
Slice brownie chocolate without nuts commercial,100,7.1,23.1,45.6,2.6,0,36.3,58.8,130,24,217,1.57,39,Australian Government,,,
Slice caramel,100,5.3,24.4,52.3,0.8,0,41.7,,193,41,296,1.16,141,Australian Government,,,
Snapper fillet raw,100,20.3,1.6,0,0,0,0,41.4,85,61,449,0.3,123,Australian Government,,,
Snapper fillet steamed no added fat,100,27.8,2.2,0,0,0,0,,93,84,492,0.33,135,Australian Government,,,
Snow pea fresh raw,100,3,0.2,4.7,2.6,0,2.9,0,1,0,420,0.9,25,Australian Government,,,
Soft drink cola flavour,100,0,0.2,12.3,0,0,12.3,0,2,0,0,0,1,Australian Government,,,
Soft drink cola flavour decaffeinated,100,0,0.2,12.3,0,0,12.3,0,2,0,0,0,1,Australian Government,,,
Soft drink cola flavour intense sweetened or diet,100,0,0,0,0,0,0,0,3,0,0,0,1,Australian Government,,,
Soft drink cola flavour intense sweetened or diet decaffeinated,100,0,0,0,0,0,0,0,3,0,0,0,1,Australian Government,,,
Soft drink energy drink Red Bull,100,0.1,0,10.8,0,0,10.8,0,71,0,0,0,9,Australian Government,,,
Soft drink energy drink V,100,0.1,0,10.8,0,0,10.8,0,110,0,0,0,9,Australian Government,,,
Soft drink lemonade and fruit flavours,100,0,0,8.8,0,0,8.8,0,14,0,1,0,2,Australian Government,,,
Soft drink lemonade and fruit flavours intense sweetened or diet,100,0,0,0,0,0,0,0,14,0,1,0,2,Australian Government,,,
Soft drink tonic water,100,0,0,8.8,0,0,8.8,0,12,0,0,0.01,1,Australian Government,,,
Soft drink tonic water intense sweetened or diet,100,0,0,0,0,0,0,0,12,0,0,0.01,1,Australian Government,,,
Sorghum grain uncooked,100,8,3.6,65.8,8.6,0,1.2,14.1,1,0,363,2.25,10,Australian Government,,,
Soup broth style with meat and noodles instant dry mix,100,11.4,6.3,64.1,2.2,0,6,18.7,4536,10,98,1.5,43,Australian Government,,,
Soup broth style with meat instant dry mix,100,4.8,3.3,65.7,4.3,0,5.7,51.5,5020,4,16,0.74,74,Australian Government,,,
Soup chicken & noodle cup of soup prepared from instant dry mix with water,100,0.7,0.2,3.4,0.3,0,0.4,41.9,440,1,11,0.1,5,Australian Government,,,
Soup cream variety instant dry mix,100,5.3,13.2,59.1,6.5,0,8.1,46.7,4230,3,339,0.83,42,Australian Government,,,
Soup vegetable & noodle instant dry mix,100,8.7,6.3,65.5,3.9,0,16,43,2030,3,15,1.9,42,Australian Government,,,
Soup vegetable instant dry mix,100,6.7,2.1,58.3,3.3,0,10.3,45.7,7130,3,22,1.1,108,Australian Government,,,
Soy beverage reduced fat 1% fat added Ca & vitamins A B1 B2 & B12,100,3,0.9,5.7,0.6,0,1.7,17.4,45,0,189,0.47,115,Australian Government,,,
Soy beverage regular fat 3% fat added Ca,100,3.7,2.7,4.6,0.6,0,2.6,17.4,44,0,191,0.47,115,Australian Government,,,
Soy beverage regular fat 3% fat added Ca & vitamins A B1 B2 & B12,100,4.1,2.7,4.6,0.6,0,2.6,17.4,44,0,191,0.47,115,Australian Government,,,
Soy beverage regular fat 3% fat unfortified,100,3.7,2.7,4.6,0.6,0,2.6,17.4,44,0,191,0.47,13,Australian Government,,,
Spam canned,100,14.2,26.1,1.9,0,0,1.2,34.7,920,97,440,0.51,5,Australian Government,,,
Spelt uncooked,100,12,3,59.2,8.8,0,1.4,16.7,3,0,330,2.8,21,Australian Government,,,
Spinach baby fresh raw,100,2.8,0,0,2.5,0,0,0,90,0,605,1.75,93,Australian Government,,,
Spinach Mature English fresh raw,100,2.4,0.3,0.6,2.5,0,0.6,0,21,0,570,3.2,53,Australian Government,,,
Spinach water fresh raw,100,2.9,0.5,1,2.8,0,0.5,0,25,0,460,2.4,68,Australian Government,,,
Sprat blue wild caught flesh skin & bones raw,100,18.7,1.6,0,0,0,0,44.09,675,138,342,5.18,742,Australian Government,,,
Spread hazelnut & chocolate flavoured,100,6.8,30.3,57.8,3.7,0,57.2,27.46,42,2,430,1.2,130,Australian Government,,,
Spread yeast marmite,100,13.3,0.9,16.6,11.8,0,11.8,18.79,3400,0,1950,46.3,25,Australian Government,,,
Spread yeast vegemite,100,24.1,0.9,10.9,6.5,0,1.6,18.79,3000,0,2122,4.03,68,Australian Government,,,
Sprout alfalfa fresh raw,100,3.2,0.3,0.5,2.2,0,0.5,0,39,0,58,0.78,19,Australian Government,,,
Sprout bean fresh raw,100,3.1,0.1,1.6,1.3,0,1,0,1,0,150,0.4,10,Australian Government,,,
Squash button fresh raw,100,2.7,0.2,3.2,0.5,0,2.9,0,1,0,140,0.3,6,Australian Government,,,
Squash scallopini fresh raw,100,2.2,0.2,2.1,0.5,0,2,0,9,0,180,0.8,19,Australian Government,,,
Squid or calamari raw,100,16.7,1.2,0,0,0,0,43.3,284,199,156,1.3,11,Australian Government,,,
Starch potato,100,0,0.5,74.5,5.9,0,0,44.8,9,0,43,0.3,14,Australian Government,,,
Steak & vegetables canned,100,4.4,1.9,6.2,1.2,0,1.8,50.2,320,15,200,0.62,12,Australian Government,,,
Stock dry powder or cube,100,11.3,8.9,22.5,0,0,4.3,51.5,18400,0,250,2.5,71,Australian Government,,,
Strawberry canned in syrup,100,0.5,0.2,18.8,1.5,0,18.7,,8,0,93,1.27,14,Australian Government,,,
Strawberry canned in syrup drained,100,0.9,0.1,18.7,3.5,0,18.5,0,10,0,90,1.9,19,Australian Government,,,
Strawberry canned in syrup syrup only,100,0.1,0.2,18.9,0,0,18.8,0,7,0,95,0.8,11,Australian Government,,,
Strawberry purchased frozen,100,0.7,0.2,3.9,2.5,0,3.8,,0,0,166,0.55,21,Australian Government,,,
Strawberry raw,100,0.7,0.2,3.9,2.5,0,3.8,0,0,0,185,0.55,22,Australian Government,,,
Sugar brown,100,0.2,0,96.8,0,0,96.8,0,21,0,300,1.2,150,Australian Government,,,
Sugar raw,100,0,0,99.8,0,0,99.8,0,1,0,21,0.3,7,Australian Government,,,
Sugar white granulated or lump,100,0,0,100,0,0,100,0,0,0,2,0,1,Australian Government,,,
Sugar white icing,100,0,0,100,0,0,100,0,0,0,2,0,1,Australian Government,,,
Sugar white icing mixture,100,0,0,99.6,0,0,95.6,0,0,0,2,0,1,Australian Government,,,
Sultana,100,2.6,0.3,60.8,3.3,0,59,0,7,0,955,1.85,52,Australian Government,,,
Swede peeled fresh raw,100,0.9,0,3.7,2.2,0,3.4,0,12,0,310,0.3,22,Australian Government,,,
Sweet potato orange flesh peeled fresh raw,100,1.9,0.1,14.1,2.6,0,5.6,0,10,0,250,0.5,27,Australian Government,,,
Syrup golden,100,0.2,0,74.9,0,0,74.9,0,130,0,610,3.3,230,Australian Government,,,
Syrup maple pure,100,0,0.1,67,0,0,60.4,20,12,0,212,0.11,102,Australian Government,,,
Taco seasoning mix chilli-based,100,5.9,4.1,39.7,9.9,0,19.2,27.9,9350,0,700,6.3,240,Australian Government,,,
Taco shell from corn flour plain,100,6.8,21.8,56.3,7.3,0,1.1,8.7,80,0,210,1.3,52,Australian Government,,,
Tahini sesame seed pulp,100,17.3,60.7,1,13.5,0,0.7,13,79,0,190,5.1,330,Australian Government,,,
Tamarillo peeled raw,100,2,0.1,3.4,4.7,0,3.4,0,1,0,280,0.7,8,Australian Government,,,
Tamarind paste pure,100,2.8,0.6,57.4,5.1,0,38.8,53.12,28,0,628,2.8,74,Australian Government,,,
Tangelo peeled raw,100,0.6,0.1,7.8,2,0,7.8,0,4,0,140,0.3,22,Australian Government,,,
Tangerine or tangor peeled raw,100,1,0.2,8.1,1.5,0,8.1,0,2,0,150,0.2,26,Australian Government,,,
Tapioca pearl or seed style uncooked,100,0.2,0.2,79.3,0,0,0,50.9,1,0,23,1.7,16,Australian Government,,,
Taro peeled fresh raw,100,1.9,0.2,23.4,3.5,0,1.1,0,6,0,300,0.7,12,Australian Government,,,
Tart custard commercial,100,6.3,10.7,30.2,1,0,11.4,50.93,270,54,88,0.5,74,Australian Government,,,
Tea decaffeinated black brewed from leaf or teabags without milk,100,0.1,0.1,0,0,0,0,0,0,0,6,0,0,Australian Government,,,
Tea green plain without milk,100,0.2,0.1,0,0,0,0,0,1,0,19,0,3,Australian Government,,,
Tea regular black brewed from leaf or teabags without milk,100,0.1,0,0,0,0,0,0,0,0,6,0,0,Australian Government,,,
Thyme dried ground,100,9.1,7.4,26.9,37,0,1.7,62.19,55,0,814,123.6,1890,Australian Government,,,
Tilapia fillet raw,100,18.5,4.4,0,0,0,0,34.65,84,74,347,0.4,19,Australian Government,,,
Tilapia fillet steamed no added fat,100,22,5.2,0,0,0,0,,85,88,351,0.48,22,Australian Government,,,
Tofu soy bean curd firm as purchased,100,12,7.3,0,3.5,0,0,14.3,40,0,130,2.9,320,Australian Government,,,
Tomato cherry raw,100,0.5,0.1,2.2,1.7,0,2.2,0,10,0,240,0.5,11,Australian Government,,,
Tomato common raw,100,0.6,0,3,1.1,0,2.5,0,4,0,210,0.23,11,Australian Government,,,
Tomato paste no added salt,100,3.4,0.5,10.1,3.6,0,9.6,0,36,0,867,4.7,28,Australian Government,,,
Tomato paste with added salt,100,3.1,0.3,10.4,3.5,0,9.9,0,630,0,960,1.6,28,Australian Government,,,
Tomato puree commercial,100,1.2,0.1,3.8,1.5,0,3.8,0,190,0,204,0.58,22,Australian Government,,,
Tomato roma raw,100,1,0.1,2.4,1.2,0,2.3,0,8,0,214,0.27,9,Australian Government,,,
Tomato sundried,100,11.2,4.6,35.2,14.7,0,33.9,11.55,73,0,3170,5.6,100,Australian Government,,,
Tomato whole canned in tomato juice drained,100,0.8,0.3,3,1.3,0,3,0,86,0,170,0.2,27,Australian Government,,,
Tomato whole canned in tomato juice undrained,100,0.9,0,3,1,0,3,33.5,52,0,219,0.79,20,Australian Government,,,
Triticale grain uncooked,100,9.6,2.4,58.3,14.4,0,1.8,16.35,5,0,332,3.55,27,Australian Government,,,
Trout ocean aquacultured fillet without skin raw,100,17.4,24.6,0,0,0,0,28.2,247,109,291,0.35,73,Australian Government,,,
Trout ocean aquacultured fillet without skin steamed no added fat,100,20.7,29.3,0,0,0,0,,250,130,295,0.41,87,Australian Government,,,
Trout rainbow aquacultured raw,100,19.6,8.4,0,0,0,0,33.05,70,63,366,0.31,48,Australian Government,,,
Trout rainbow aquacultured steamed no added fat,100,23.3,10,0,0,0,0,,71,75,371,0.37,57,Australian Government,,,
Tuna canned in brine drained,100,26.1,2.6,0,0,0,0,44,200,53,205,1.16,5,Australian Government,,,
Tuna flavoured canned in oil drained,100,18,5.8,3.3,0.3,0,2.5,20.5,430,53,250,1.2,13,Australian Government,,,
Tuna yellowfin flesh raw,100,23.4,1,0,0,0,0,34.07,37,45,444,0.73,16,Australian Government,,,
Tuna yellowfin flesh steamed no added fat,100,27.9,1.2,0,0,0,0,,37,54,449,0.87,19,Australian Government,,,
Turkey breast lean flesh raw,100,21.6,3.3,0,0,0,0,28.6,240,45,370,0.4,7,Australian Government,,,
Turkey breast lean flesh skin & fat raw,100,20.4,8.5,0,0,0,0,29.64,217,50,336,0.56,7,Australian Government,,,
Turkey hindquarter lean flesh raw,100,18.4,5.3,0,0,0,0,36.4,260,58,310,1.2,7,Australian Government,,,
Turkey hindquarter lean flesh skin & fat raw,100,18.6,12.6,0,0,0,0,36.13,237,66,293,1.3,10,Australian Government,,,
Turmeric dried ground,100,9.7,3.2,44.4,22.7,0,3.2,60.4,27,0,2080,55,168,Australian Government,,,
Turnip white peeled fresh raw,100,1.3,0,3.4,1.7,0,3.2,0,24,0,320,0.3,21,Australian Government,,,
Vanilla artificial or imitation,100,0,0,14.4,0,0,14.4,0,3,0,0,0.05,3,Australian Government,,,
Vanilla bean extract,100,0.1,0.1,12.6,0,34.4,12.6,41.67,9,0,148,0.12,11,Australian Government,,,
Veal all cuts separable fat cooked,100,20.7,33,0,0,0,0,54.18,32,39,160,0.79,7,Australian Government,,,
Veal all cuts separable fat raw,100,19.4,29,0,0,0,0,50.63,25,70,160,0.58,14,Australian Government,,,
Veal boneless dice or strips lean raw,100,25.2,1.8,0,0,0,0,,51,55,375,1.19,6,Australian Government,,,
Veal boneless dice or strips untrimmed raw,100,25,2.2,0,0,0,0,,51,55,371,1.18,6,Australian Government,,,
Veal cutlet with bone lean raw,100,24.6,1.1,0,0,0,0,39.52,45,35,330,0.71,8,Australian Government,,,
Veal cutlet with bone semi-trimmed raw,100,24.3,2.7,0,0,0,0,,44,37,320,0.7,8,Australian Government,,,
Veal cutlet with bone untrimmed raw,100,24.2,3,0,0,0,0,,44,37,318,0.7,8,Australian Government,,,
Veal diced lean raw,100,23.1,1.5,0,0,0,0,38.23,46,55,330,0.88,6,Australian Government,,,
Veal diced untrimmed raw,100,23,2,0,0,0,0,,46,55,327,0.88,6,Australian Government,,,
Veal steak boneless leg lean raw,100,24.4,1.5,0,0,0,0,31.78,56,57,366,1.4,6,Australian Government,,,
Veal steak boneless leg untrimmed raw,100,24.3,1.8,0,0,0,0,,56,57,363,1.39,6,Australian Government,,,
Veal stir-fry strips lean raw,100,27.2,2,0,0,0,0,38.23,56,55,420,1.5,7,Australian Government,,,
Veal stir-fry strips untrimmed raw,100,27.1,2.5,0,0,0,0,,55,55,416,1.48,7,Australian Government,,,
Vine leaf grape canned,100,4.3,2,1.8,9.9,0,1.8,22.66,2853,0,29,2.98,289,Australian Government,,,
Vinegar except balsamic vinegar,100,0.1,0,0,0,0,0,0,5,0,6,0,1,Australian Government,,,
Water bottled still,100,0,0,0,0,0,0,0,1,0,0,0,1,Australian Government,,,
Water chestnut peeled canned drained,100,0.6,0.9,9.3,2.7,0,5.1,37.21,10,0,100,2.8,3,Australian Government,,,
Water soda,100,0,0,0,0,0,0,0,3,0,0,0,2,Australian Government,,,
Water tap,100,0,0,0,0,0,0,0,3,0,0,0,2,Australian Government,,,
Watercress raw,100,2.9,0.4,0.8,3.8,0,0.7,0,48,0,570,3,85,Australian Government,,,
Watercress raw,100,2.9,0.4,0.8,3.8,0,0.7,0,48,0,570,3,85,Australian Government,,,
Wattle seed acacia ground,100,17.2,6.1,10.5,54.2,0,0,14.5,102,0,974,6,419,Australian Government,,,
Wax jambu raw,100,0.7,0.2,4.5,1.9,0,4.5,0,1,0,38,0.8,13,Australian Government,,,
Wheat bran unprocessed uncooked,100,14.8,4.1,22.6,41.8,0,2.7,19.8,6,0,1200,11,75,Australian Government,,,
Wheat germ,100,20.6,6.1,32.7,20.1,0,7.4,19,4,0,910,9,64,Australian Government,,,
Wheat whole uncooked,100,11.5,2.4,58.3,11.4,0,1.3,20.8,2,0,315,3.43,35,Australian Government,,,
Whiting King George flesh raw,100,19.8,0.7,0,0,0,0,37.1,70,95,353,0.2,37,Australian Government,,,
Whiting King George flesh steamed no added fat,100,23.3,1.1,0,0,0,0,36.8,69,104,332,0.3,19,Australian Government,,,
Wine fortified port,100,0.2,0,12.4,0,13.6,12.4,0,15,0,82,0.19,5,Australian Government,,,
Wine fortified sherry dry style approximately 1% sugars,100,0.1,0,1.2,0,14.2,1.2,0,19,0,39,0.06,5,Australian Government,,,
Wine fortified sherry sweet style approximately 11% sugars,100,0.2,0,11.1,0,13.6,11.1,0,18,0,53,0.1,4,Australian Government,,,
Wine red,100,0.2,0,0.2,0,11.2,0.2,,5,0,111,0.17,7,Australian Government,,,
Wine red cabernet sauvignon,100,0.3,0,0.2,0,11,0.2,0,4,0,117,0.15,7,Australian Government,,,
Wine red cooked,100,0.3,0,0.2,0,3.9,0.2,0,5,0,113,0,8,Australian Government,,,
Wine red merlot,100,0.3,0,0.4,0,10.9,0.4,0,5,0,91,0.17,7,Australian Government,,,
Wine red pinot noir,100,0.2,0,0.2,0,10.7,0.2,0,3,0,91,0.17,7,Australian Government,,,
Wine red shiraz,100,0.2,0,0.2,0,11.5,0.2,0,7,0,115,0.18,6,Australian Government,,,
Wine red sparkling,100,0.2,0,2,0,10.3,2,0,7,0,117,0.18,6,Australian Government,,,
Wine rose,100,0.2,0,0.7,0,9.4,0.7,0,5,0,51,0.08,8,Australian Government,,,
Wine white,100,0.3,0,0.2,0,10,0.2,,4,0,53,0.16,8,Australian Government,,,
Wine white chardonnay,100,0.3,0,0.3,0,10.3,0.3,0,4,0,52,0.17,7,Australian Government,,,
Wine white cooked,100,0.2,0,0.3,0,3.4,0.3,0,5,0,56,0.15,9,Australian Government,,,
Wine white riesling,100,0.2,0,0.4,0,9.6,0.4,0,7,0,44,0.1,10,Australian Government,,,
Wine white sauvignon blanc,100,0.2,0,0.1,0,9.9,0.1,0,2,0,56,0.09,8,Australian Government,,,
Wine white semillon,100,0.2,0,0.2,0,9,0.2,0,6,0,57,0.21,9,Australian Government,,,
Wine white sparkling,100,0.2,0,1,0,9.8,1,0,2,0,35,0.2,7,Australian Government,,,
Wine white sweet dessert style,100,0.4,0,14.7,0,8.4,14.7,0,13,0,101,0.19,15,Australian Government,,,
Yam wild harvested cooked,100,3.2,0.3,12.6,2.1,0,0.2,0,4,0,309,0.35,3,Australian Government,,,
Yam wild harvested cooked,100,3.2,0.3,12.6,2.1,0,0.2,0,4,0,309,0.35,3,Australian Government,,,
Yeast dry powder,100,36.4,5,6.3,26.9,0,0,18.79,170,0,1470,3.5,18,Australian Government,,,
Yoghurt apricot pieces or flavoured regular fat 3% fat,100,4.2,3.2,11.1,0.1,0,11.1,68.27,65,8,220,0.18,110,Australian Government,,,
Yoghurt natural regular fat 3% fat,100,5.1,3.2,5,0.1,0,4.9,71.9,58,15,230,0,175,Australian Government,,,
Yoghurt soy based berry flavoured regular fat 3% fat,100,3.7,3.7,12.6,0.2,0,8.4,14.3,55,0,55,0.59,120,Australian Government,,,
Yoghurt soy based vanilla flavoured reduced fat 1% fat,100,3.7,0.8,12.6,0.2,0,8.4,14.3,55,0,55,0.59,120,Australian Government,,,
Yoghurt strawberry pieces or flavoured regular fat 3% fat,100,4.7,3.1,11.6,0.1,0,11.6,68.27,60,10,213,0.12,159,Australian Government,,,
Yoghurt vanilla flavoured 2% fat,100,5,1.9,14.5,0.2,0,13.5,71.2,52,8,230,0,170,Australian Government,,,
Yoghurt vanilla flavoured low fat less than 0.5% fat,100,5.8,0.5,13.9,0.2,0,12.7,71.2,66,6,242,0.1,168,Australian Government,,,
Zucchini golden fresh unpeeled raw,100,2.2,0.3,1.1,1,0,1.1,0,1,0,230,0.4,16,Australian Government,,,
Zucchini golden fresh unpeeled raw,100,2.2,0.3,1.1,1,0,1.1,0,1,0,230,0.4,16,Australian Government,,,
Zucchini green skin fresh unpeeled raw,100,0.9,0.3,1.7,1.1,0,1.7,0,1,0,188,0.5,18,Australian Government,,,
Zucchini green skin fresh unpeeled raw,100,0.9,0.3,1.7,1.1,0,1.7,0,1,0,188,0.5,18,Australian Government,,,
,,,,,,,,,,,,,,,,,
Aldi Fish frozen The Fishmonger Prawns Peeled raw,100,17.9,1,0.5,0,0,0.09,0.5,261,0,0,0,0,CalorieKing,,,
Banh Mi Pork Roll ,1,20,13,42,0,0,0,0,0,0,0,0,0,CalorieKing,,,
Chickpea canned drained,100,6.3,2.1,13.3,4.7,0,0.6,0.2,250,0,140,1.8,0,CalorieKing,,,
Coles Cheese Bocconcini,100,16.8,20.4,0.8,0,0,0.8,13.5,250,0,0,0,,CalorieKing,,,
Hemp Seeds dry,100,31.2,57.1,1.6,6.2,0,1.6,5.3,6,0,0,0,0,CalorieKing,,,
Seeds Sesame Seeds hulled raw,100,22.2,55.6,0.9,10.1,0,0.6,6.8,24,0,170,5.2,,CalorieKing,,,
Seeds Sesame Seeds unhulled,100,17.7,49.6,23.4,11.8,0,0.3,0,11,0,468,0,,CalorieKing,,,
Kimchi,100,1.8,0,3.6,1.8,0,0.9,0,429,0,0,0,0,CalorieKing,,,
,,,,,,,,,,,,,,,,,
Coles Frozen Mixed Berries,100,1,0,12.9,2,0,12.1,0,0,0,0,0,0,Coles,,,
Coles No Added Sugar Dark Chocolate,100,3.8,22.6,11.2,10,0,0,13.9,0,0,0,0,0,Coles,,,
Coles wholemeal bread rolls ,100,7.2,1.9,34.5,0,0,0,0,0,0,0,0,0,Coles,,,
